episode,SF-GMPPO_trial_1,SF-GMPPO_trial_2,SF-GMPPO_trial_3,SF-GMPPO_trial_4,SF-GMPPO_trial_5,,MAPPO_trial_1,MAPPO_trial_2,MAPPO_trial_3,MAPPO_trial_4,MAPPO_trial_5,,MA2C_trial_1,MA2C_trial_2,MA2C_trial_3,MA2C_trial_4,MA2C_trial_5,,IPPO_trial_1,IPPO_trial_2,IPPO_trial_3,IPPO_trial_4,IPPO_trial_5
224,915.1466532,729.9817084,629.3936061,733.1920167,772.4790404,,670.8077768,713.861954,698.5160189,629.3936061,544.2722982,,395.3929119,560.2125141,670.8077768,484.2375325,698.5160189,,475.7730717,335.7398357,502.8969606,501.3556829,474.5122646
225,897.627129,845.7434412,872.3653914,812.2113105,742.5089623,,771.2844774,659.8637313,560.4872559,872.3653914,468.7262304,,577.3291762,492.5938958,771.2844774,448.5089077,560.4872559,,465.1894908,227.4199408,383.2098408,340.488401,473.1967068
226,945.8813294,788.6600551,692.999217,679.3505873,647.9052666,,756.3523047,595.9585561,544.1002217,692.999217,356.9084341,,746.3887477,646.310887,756.3523047,503.6410936,544.1002217,,382.8229459,349.5467309,373.4408532,465.0097834,420.4658248
227,777.3705709,798.6687941,971.2520753,802.6710294,651.6852654,,663.0426557,662.556052,473.2865729,971.2520753,594.5493247,,454.441519,363.1947083,663.0426557,438.964951,473.2865729,,406.0183094,255.1864379,529.2795473,485.3776812,498.9013364
228,1018.821034,718.454487,682.2641402,714.7766178,880.8146572,,685.7414836,560.3568552,453.8651382,682.2641402,592.3077119,,503.5905404,452.6550412,685.7414836,415.2384928,453.8651382,,545.1613466,308.5747445,484.4446268,459.0714532,758.3440175
229,1026.3863,788.9466631,899.792996,783.7903863,734.2771518,,702.526143,692.7611584,661.0318574,899.792996,568.1937313,,509.0339019,575.4656952,702.526143,568.3879515,661.0318574,,379.5506997,423.6453779,390.4693896,551.349621,582.2876144
230,822.5482531,720.8475454,896.0505828,786.4055196,779.62455,,644.2968738,645.988795,377.7641135,896.0505828,578.0480471,,497.9749238,400.9646963,644.2968738,378.6960304,377.7641135,,427.5096282,440.6146901,502.0207019,569.6473608,694.3271603
231,811.6678745,751.7410959,687.3341111,753.5827107,729.7705038,,751.3168053,779.4855346,381.6697705,687.3341111,661.4100527,,518.9592558,392.8444187,751.3168053,558.5322501,381.6697705,,442.6596033,228.3454644,293.5780529,582.2225352,589.9750663
232,1076.558186,702.3669793,735.8613482,739.7408525,708.6388045,,649.5933201,722.271317,609.3986835,735.8613482,731.7754785,,643.7631799,584.2679449,649.5933201,517.4547259,609.3986835,,542.687309,343.67513,460.3927536,735.623221,583.144793
233,1005.720327,718.7766342,777.6805689,707.886446,702.4648954,,783.7009015,800.4920557,737.2486534,777.6805689,678.3779367,,574.5798068,453.6486606,783.7009015,459.2252118,737.2486534,,408.8573665,353.6499961,458.3124419,422.2410189,464.8626149
234,915.6240605,910.7751426,778.7953553,770.6459236,663.3622537,,686.0961103,589.0547022,387.7753637,778.7953553,404.1495827,,546.3217417,516.0765729,686.0961103,358.6220287,387.7753637,,499.2874592,479.181271,585.4012341,302.9456015,460.6245151
235,1027.848558,851.2614476,689.292201,660.7027812,644.4796223,,586.6875727,679.0621084,598.9353969,689.292201,633.4107207,,575.712681,519.4814233,586.6875727,460.1335458,598.9353969,,369.6704696,312.9398726,420.6250609,380.7327489,479.5051279
236,961.3030162,813.0952042,680.4782788,778.8260033,638.3190783,,590.9160338,731.680191,678.873947,680.4782788,629.9314952,,507.7985887,493.92165,590.9160338,415.1863984,678.873947,,444.9883217,181.8317187,310.4372419,476.2380752,491.1505649
237,946.9408407,783.5012774,767.4847,722.4550369,698.8504063,,572.1482718,652.5645965,617.3000282,767.4847,415.7520113,,578.3461725,408.3238205,572.1482718,547.1159927,617.3000282,,617.034362,362.934965,574.3314926,570.9509239,576.4077127
238,962.4487731,792.01784,900.3673532,646.8047376,691.9113232,,675.4058749,774.3359796,784.8234171,900.3673532,590.7393587,,511.8362146,418.2518343,675.4058749,417.7870222,784.8234171,,478.3602189,372.2812959,513.116334,381.7935617,317.1878845
239,974.9258201,723.0812528,796.7932932,672.1023416,726.5718903,,680.5873611,578.1137223,506.023105,796.7932932,512.371574,,701.0619927,425.7625797,680.5873611,479.0124921,506.023105,,244.3399487,268.9421913,371.665537,534.3800416,377.278461
240,890.3150744,948.3393364,784.259444,691.664202,826.3217151,,828.8713584,699.1018353,729.3675465,784.259444,531.1172098,,531.145483,526.8171049,828.8713584,433.1364124,729.3675465,,367.1931222,404.0012551,437.4749696,387.4932134,379.8428333
241,971.9730583,683.0748641,725.5335471,634.9099973,783.9086385,,703.8688195,675.2302291,654.2190012,725.5335471,553.8093401,,591.8081038,624.4226934,703.8688195,256.6061183,654.2190012,,450.367211,282.8582657,326.0613924,353.2728416,606.302201
242,918.4060528,822.6263833,781.0340775,880.2553895,669.2433714,,638.145598,640.5951722,569.1323498,781.0340775,621.7021714,,672.5836241,366.0752364,638.145598,459.5662034,569.1323498,,408.8244179,376.5027306,447.5408214,379.743694,533.6701809
243,890.0330614,782.8597308,717.3354437,597.3051137,786.1612433,,578.2795331,688.43302,565.7882442,717.3354437,489.962013,,621.1666739,445.6140757,578.2795331,298.3780803,565.7882442,,456.2841522,576.1763437,202.1501631,646.6274972,600.0505813
244,883.9410329,750.009143,790.6383288,717.7400894,832.7788099,,632.8755434,684.7595119,701.2285613,790.6383288,619.6725728,,766.9306392,675.9943163,632.8755434,394.6631205,701.2285613,,355.4556741,572.2178776,513.6280584,377.6577652,735.1369939
245,865.4711086,752.7791282,759.7303883,681.792079,659.0908868,,702.7525973,621.446085,544.8785834,759.7303883,575.8513566,,591.268472,578.463737,702.7525973,581.9252617,544.8785834,,593.1426123,394.2663681,576.7581538,762.4376777,540.4081955
246,967.2869094,838.0496492,801.06749,691.4995141,775.4546595,,694.83816,532.134631,576.0660746,801.06749,319.0711407,,587.9372268,623.0179479,694.83816,388.2467793,576.0660746,,464.8067047,301.1929748,479.4486136,425.8063423,444.9896888
247,1020.928607,849.5896183,669.7371429,723.2794508,673.664594,,593.6696281,785.3872077,560.818941,669.7371429,727.9365977,,573.9021927,551.3827552,593.6696281,439.1951149,560.818941,,582.1795149,528.2427095,382.5755362,487.0630822,671.9178756
248,905.0055131,916.0959211,818.2146624,815.1814341,712.3159425,,704.1912565,753.461267,675.0167074,818.2146624,581.996285,,472.8915639,423.3916479,704.1912565,378.528417,675.0167074,,456.6163928,156.8227424,503.8633526,481.9322086,622.959582
249,853.269376,701.4794037,797.108443,699.1529837,742.827729,,802.3542804,597.9715587,638.2173133,797.108443,499.0659068,,627.8983728,514.8745972,802.3542804,645.9462735,638.2173133,,435.6589471,385.8747845,556.6715182,538.5148695,547.5781625
250,870.1237628,911.7822576,838.2196792,679.2092066,744.6954406,,750.8397281,662.565329,579.0808196,838.2196792,438.4729074,,449.9736525,447.9015067,750.8397281,409.7562324,579.0808196,,376.3893394,460.3546933,353.7422515,552.5646068,660.1656864
251,973.5449352,812.8882461,809.2019821,709.2646441,710.4464392,,667.1659941,643.1651244,593.8898921,809.2019821,572.9307277,,437.4036417,652.2685889,667.1659941,328.9531009,593.8898921,,524.9301063,352.691667,329.4063656,321.2384703,392.6857237
252,966.2582302,772.9860178,801.454778,910.89805,777.4371989,,654.3675696,788.9721487,539.4775865,801.454778,491.1046849,,646.4314202,600.1780668,654.3675696,412.2428659,539.4775865,,481.0186006,348.3509671,493.7007496,450.4753342,498.2765914
253,1025.005638,805.4604424,792.3228227,725.7314965,623.5156473,,630.3168836,587.7779394,339.2607389,792.3228227,543.9940492,,409.0694389,463.1684944,630.3168836,585.0235672,339.2607389,,464.1097351,460.3679567,373.9824214,316.2126672,367.8598703
254,933.1243604,770.6366899,728.3161274,694.7144049,612.5145234,,697.9319463,669.1817686,716.8085055,728.3161274,552.891938,,616.3925807,702.5676689,697.9319463,492.1265061,716.8085055,,296.4987997,355.2443023,362.3849728,304.7395196,520.587729
